"code", "description"
"4693","Pharmaceutical orsurgical goods  NOC"
"4693","Surgical dressings"
"4693","Surgical orpharmaceutical goods  NOC"
"4703","Corn products"
"4703","Dextrine"
"4703","Glucose"
"4703","Starch"
"4716","Lard refining (IL,IN, MA, MO)"
"4717","Butter substitute"
"4717","Hydrogenation of oils"
"4717","Margarine"
"4720","Detergent"
"4720","Soap -liquid"
"4720","Soap or synthetic detergent"
"4740","Gasoline recovery"
"4740","Gasoline recovery from casing head or natural gas-absorption process-"
"4740","Motor oil-used, reclaiming, recycling or rerefining-"
"4740","Oil refining-petroleum-"
"4740","Oil-reclaiming of used motor oil-"
"4741","Asphalt or tar distilling or refining"
"4741","Roofing compound -of asphalt and asbestos-"
"4751","Synthetic rubber"
"4771","Explosives or ammunition -bag loading-propellant charges-"
"4771","Explosives or ammunition -black powder "
"4771","Explosives or ammunition -cap, primer, fuse, booster or detonator assembly"
"4771","Explosives or ammunition -cartridge charging or loading"
"4771","Explosives or ammunition -explosives distributors"
"4771","Explosives or ammunition -fireworks "
"4771","Explosives or ammunition -high explosives "
"4771","Explosives or ammunition -NOC"
"4771","Explosives or ammunition -projectile, bomb, mine or grenade loading"
"4771","Explosives or ammunition -shell case loading"
"4771","Explosives or ammunition -smokeless powder -"
"4771","Nitro starch explosives -"
"4771","Nitroglycerine explosives -"
"4771","Picrates explosives -"
"4771","Picric acid explosives -"
"4771","Tetryl explosives -"
"4777","Blasting agents-preparation or distribution"
"4777","Fireworks dealer-"
"4825","Drug, medicine orpharmaceutical preparation  & includes  of ingredients"
"4825","Dye -natural"
"4825","Essential oils  &distillation"
"4825","Extract"
"4825","Hydrogen peroxide"
"4825","Incense"
"4825","Insulin"
"4825","Iodine"
"4825","Licorice extract"
"4825","Medicine, drug orpharmaceutical preparation  & includes  of ingredients"
"4825","Penicillin"
"4825","Pharmaceutical, drugor medicine preparation  & includes  of ingredients"
"4825","Syrup -forcarbonated beverages"
"4825","Tanning extract"
"4825","Vitamin"
"4828","Chemical blending ormixing NOC-all operations and drivers"
"4828","Insect control-usingpoisonous gases"
"4829","Chemical  NOC-all operations"
"4902","Airplane-model kit  (toy)"
"4902","Archery equipment"
"4902","Baseball mask"
"4902","Baseball"
"4902","Clay target -forskeet shooting"
"4902","Fishing rod and tackle"
"4902","Fishing tackle repair"
"4902","Golf ball"
"4902","Golf clubs"
"4902","Golf clubs- orassembling"
"4902","Gymnasium appliance"
"4902","Harness or saddle"
"4902","Helmet -sports"
"4902","Model airplane-balsa wood"
"4902","Saddle or harness"
"4902","Sporting goods NOC"
"4902","Table tennis set"
"4902","Tennis ball"
"4902","Whip"
"4923","Audio or visual recording media"
"4923","Blueprint paper"
"4923","Camera"
"4923","Disc -magnetic"
"4923","Photo films and dry plates"
"4923","Photographic supplies"
"4923","Recording tape or disk"
"4923","Tape -magnetic"
"4940","Soda water fountainor apparatus  (IL, MO, OK)"
"5020","Acoustical ceilinginstallation"
"5020","Ceilinginstallation-suspended acoustical grid type"
"5022","Blast furnace repairand relining-masonry"
"5022","Boiler brickwork-installation or repair"
"5022","Brickwork-installation, repair or cleaning"
"5022","Building caulking"
"5022","Burial vaultinstallation-no manufacture"
"5022","Cement block erection"
"5022","Chimneyconstruction-one- or two-story residences"
"5022","Fireplaceconstruction"
"5022","Fireproof tilesetting"
"5022","Masonry NOC"
"5022","Mausoleums incemeteries-erection only"
"5022","Plastering or stuccowork-on outside of buildings"
"5022","Silo erection-masonryor tile"
"5022","Stucco or plasteringwork-on outside of buildings"
"5022","Tuck pointingperformed by contractor engaged in chimney work assigned to Code5022"
"5022","Tuck pointingperformed by specialist contractor"
"5022","Waterproofing:exterior-with trowel"
"5022","Wrecking-notmarine-all operations-masonry"
"5037","Painting-metalbridges & shop operations, drivers"
"5037","Painting-metal structures-over two stories in height-"
"5040","Balcony erection-ironor steel, exterior"
"5040","Cable TV-erection ofmain receiving or transmitting tower"
"5040","Fire escapeinstallation: outside of buildings"
"5040","Fireproofshutter-erection or repair"
"5040","Gas holder erection"
"5040","Iron or steelerection-exterior (balconies, fire escapes staircases, etc.)"
"5040","Iron or steelerection-frame structures over two stories in height"
"5040","Iron or steelerection-metal bridges"
"5040","Iron or steelerection-radio, television or water towers, smokestacks, gasholders"
"5040","Radio transmissiontower erection"
"5040","Tankerection-spherical steel"
"5040","Televisiontransmission tower erection"
"5040","Water towers-erection"
"5057","Blast furnaceerection"
"5057","Clothesdryers-metal-erection on roofs"
"5057","Concrete or cementdistributing towers-installation, repair or removal"
"5057","Crane or derrickinstallation"
"5057","Derrick or oil rigerecting or dismantling-all operations-metal"
"5057","Iron or steelerection NOC"
"5057","Oil rig or derrickerecting or dismantling-metal-all operations"
"5057","Scaffolding: concreteor cement distributing towers-installation, repair or removal"
"5057","Scaffolding: scaffoldinstallation, repair or removal-built up from the ground-notsuspended or swinging type"
"5057","Vault construction orinstallation"
"5057","Windmillerection-metal"
"5057","Wrecking-notmarine-all operations-iron or steel"
"5059","Iron or steelerection-frame structures not over two stories in height"
"5067","Bridge building-metal(MO)"
"5069","Iron or steelerection-construction of dwellings not over two stories inheight"
"5069","Military reservationconstruction-iron or steel erection not over two stories inheight"
"5069","Swimming poolconstruction-iron or steel"
"5102","Aluminum windows ordoors-not storm-installation"
"5102","Artistic metalerection work-plaques, facades, facings"
"5102","Awning erection:canvas products"
"5102","Awning, tent orcanvas goods erection, removal or repair"
"5102","Camouflagework-decorating"
"5102","Canvas goods, awningor tent erection, removal or repair"
"5102","Canvassidewalls-erection-at ballparks, etc."
"5102","Decorating"
"5102","Decorative metalerection work-plaques, facades, facings"
"5102","Doorinstallation-metal or metal covered-in garages-not overhead"
"5102","Door, door frame orsash erection-metal or metal covered"
"5102","Draperies orcurtains-installation in public buildings NOC"
"5102","Elevator entrance &door installation"
"5102","Fence erection toprevent soil erosion"
"5102","Fire doorinstallation"
"5102","Fire escapeinstallation: inside of buildings"
"5102","Flags and buntingerection"
"5102","Iron or steelerection-decorative"
"5102","Iron or steelerection-door or sash erection-metal or metal covered"
"5102","Iron or steelerection-non-structural-interior"
"5102","Lining reservoirs,lagoons, ponds-rubber or plastic"
"5102","Metal sashinstallation"
"5102","Prison cellerection-steel"
"5102","Steel frameerection-interior-by specialist contractor"
"5102","Tent, awning orcanvas goods erection, removal or repair"
"5102","Window frame & sashinstallation or repair-metal"
"5146","Boardinstallation-chalk, bulletin or cork"
"5146","Dental equipmentinstallation"
"5146","Exhibitions-tradeshows or conventions, setting up or taking down"
"5146","Filing equipmentinstallation"
"5146","Fixtures or furnitureinstallation-portable-NOC"
"5146","Floorinstallation-floating or access"
"5146","Furniture or fixturesinstallation-portable-NOC"
"5146","Hospital equipmentinstallation"
"5146","Kitchen equipmentinstallation-commercial"
"5146","Metal partitioninstallation"
"5146","Modular partition orworkstation installation"
"5146","Partitioninstallation-metal"
"5146","Showcase erection andinstallation"
"5146","Soda fountain orcounter installation"
"5146","Steel lockerinstallation"
"5146","Theater seatsinstallation"
"5146","Workstation-modularpartition metal-installation"
"5160","Elevator erection orrepair"
"5160","Elevatorservicing-oiling, adjusting and maintenance"
"5160","Escalator erection orrepair"
"5183","Air conditioning-non-portable-plumbing"
"5183","Beer and soft drink dispensing equipment, cleaning"
"5183","Beer coil cleaning-"
"5183","Beer drawing equipment-cleaning and installation-"
"5183","Boiler or steam pipe insulating"
"5183","Boilers-domestic-installation or repair-"
"5183","Carrier system-pneumatic-installation or repair"
"5183","Furnace installation-hot water or steam-"
"5183","Insulation of pipesand boilers-non-asbestos materials"
"5183","Insulation-steam pipe or boiler"
"5183","Lawn sprinkler systems installation-underground-"
"5183","Oil or gas burnerinstallation -domestic type-"
"5183","Oil still pipe insulation"
"5183","Plumbing NOC"
"5183","Pump installation -domestic or residential"
"5183","Refrigeration-commercial or domestic-pipe fitting-including theinstallation of tubing; drivers"
"5183","Sewer cleaning-building connections-using portable equipment-"
"5183","Soft drink or beer dispensing unit equipment-cleaning"
"5183","Sprinkler installation-residential-"
"5183","Steam pipe or boiler insulating"
"5183","Thermostat installation-not electric-"
"5183","Water softener-installation or service-domestic-"
"5188","Automatic sprinkler installation"
"5188","Fire extinguishing systems-dry chemical-installation and service"
"5188","Sprinkler installation-fire-"
"5190","Air conditioning-non-portable-servicing, cleaning, oiling or adjusting-"
"5190","Cable installation"
"5190","Christmas or holiday decorations-street or outside-"
"5190","Dishwasher-installation, service or repair-commercial-"
"5190","Electric oven-installation, service or repair-commercial-"
"5190","Electrical wiring-within buildings"
"5190","Food mixers-installation, service or repair-commercial-"
"5190","Fry kettle-installation, service or repair-commercial-"
"5190","Ice cream cabinet installation & service, drivers-by specialist contractors-"
"5190","Meter-electric-installing, repairing and testing-including shop;"
"5190","Refrigeration-commercial-cleaning, oiling or adjusting-"
"5190","Sewing machines-commercial-electrical wiring-away from shop-"
"5190","Thermostat installation-electric-"
"5191","Banks and trustcompanies: office machine repair employees"
"5191","Cashregister-installation, service or repair"
"5191","Computer deviceinstallation, inspection, service or repair"
"5191","Computer-installation, service or repair"
"5191","Copymachine-installation, service or repair"
"5191","Meat slicers orgrinders-service or repair"
"5191","Office machine orappliance installation, inspection, adjustment or repair"
"5191","Piano tuning-awayfrom shop"
"5191","Scales-installationor adjustment-counter-type"
"5191","Soapdispenser-installation and inspection"
"5191","Typewriter-installation, service or repair"
"5191","X-ray equipment,installation, service & repair"
"5192","Amusement machines-coin operated, installation, service or repair-"
"5192","Automatic tellermachines installation, service or repair-& salespersons, drivers"
"5192","Coffee: servicecompanies-all operations & salespersons, drivers"
"5192","Jukeboxes-installation, service or repair-& salespersons, drivers"
"5192","Parking metersinstallation, service or repair-& salespersons, drivers"
"5192","Pinballmachines-service or repair-& salespersons, drivers"
"5192","Scales-installationor adjustment & salespersons, drivers-coin-operated type"
"5192","Traffic control arm unit-installation, service or repair-"
"5192","Vending or coinoperated machines-installation, service or repair &salespersons, drivers"
"5192","Video games-coin operated, installation, service or repair-"
"5192","Washing machines-coin operated, installation, service or repair-"
"5213","Caulking-withpressure gun"
"5213","Cleaning orrenovating building exteriors"
"5213","Concrete constructionNOC"
"5213","Concrete constructionNOC-fabricating, setting up or taking down forms"
"5213","Concreteconstruction-monolithic"
"5213","Concrete iglooconstruction-for explosives"
"5213","Concrete pre-castslab installation-roofs and floors"
"5213","Concrete pre-castwall panel installation"
"5213","Concrete privateresidences construction-monolithic"
"5213","Floorconstruction-concrete, self-bearing"
"5213","Grain elevatorconstruction-concrete"
"5213","Grouting: placing ofcement or plastic compound"
"5213","Guniting-notchimneys-all operations"
"5213","Pierconstruction-concrete"
"5213","Plastic armorapplication"
"5213","Satellite dishinstallation: applies to ground or roof-mounted installations:installation of concrete mounting pad"
"5213","Siloerection-concrete"
"5213","Siloerection-pre-cast concrete staves"
"5213","Waterproofing: spraygun, cement gun or other pressure apparatus"
"5213","Wrecking-notmarine-all operations-concrete or concrete encased"
"5215","Concreteconstruction-construction of private residences, fabricating,setting up or taking down forms"
"5215","Concrete privateresidences construction-not monolithic"
"5215","Concretework-incidental to the construction of private residence"
"5215","Military reservationconstruction-concrete-not monolithic"
"5221","Concrete igloo construction-floors-"
"5221","Concrete or cement work-floors, driveways, yards or sidewalks-"
"5221","Floor laying-mastic floor mix-"
"5221","Light prisms in sidewalks-installation-or repair-"
"5221","Monuments in cemeteries-erection only-"
"5221","Paving or repaving-floors, driveways, yards or sidewalks-"
"5221","Paving-wood block-interior-"
"5221","Sidewalk washingusing pressure spray gun"
"5222","Chimneycleaning-industrial smoke stacks"
"5222","Chimneyconstruction-not metal (commercial)"
"5222","Concrete constructionin connection with bridges or culverts"
"5222","Smokestack or chimneylining-not metal"
"5222","Tuck pointingperformed by contractor engaged in chimney work assigned to Code5222"
"5223","Swimming pool construction-not iron or steel-"
"5348","Floorlaying-tile-ceramic"
"5348","Marble or stonesetting-inside"
"5348","Marble tubs, sinks,counters-installation-separately rate plumbing"
"5348","Marble tubs, sinks,counters-plumbing-separately rate installation"
"5348","Mosaic, stone,terrazzo or tile work-inside"
"5348","Stone or marblesetting-inside"
"5348","Stone, mosaic,terrazzo or tile work-inside"
"5348","Terrazzo, mosaic,stone or tile work-inside"
"5348","Tile, stone, mosaicor terrazzo work-inside"
"5402","Greenhouseerection-all operations"
"5402","Hothouse erection-alloperations"
"5403","Aluminum sidinginstallation (all types except those eligible for Codes 5645 or5651)"
"5403","Bridgeconstruction-wood"
"5403","Carpentry NOC"
"5403","Carpentry-doorinstallation-pre-hung"
"5403","Clothes poleerection-wood"
"5403","Derrick or oil rigerecting or dismantling-all operations-wood"
"5403","Doorinstallation-pre-hung"
"5403","Grandstands orbleachers erection-portable-wood or metal"
"5403","Oil rig or derrickerecting or dismantling-wood-all operations"
"5403","Scaffolding: sidewalkbridges not over one story in height"
"5403","Sidinginstallation-aluminum or vinyl-all buildings or structures otherthan dwellings for one- or two-family or those less than threestories in height"
"5403","Silo erection-wood"
"5403","Steel frameerection-interior-by carpentry NOC-contractors"
"5403","Tank erection-wooden"
"5403","Vinyl sidinginstallation-all other than 5645 or 5651 type dwellings"
"5403","Wrecking-notmarine-all operations-wooden-including dwellings"
"5409","Ceilings-suspended or cemented-installation"
"5437","Bowling lanerefinishing"
"5437","Carpentry-doorinstallation-extensive finishing"
"5437","Carpentry-installation of cabinet work or interior trim"
"5437","Carpentry-installation of finished wooden flooring"
"5437","Floor laying-parquet"
"5437","Floor sanding orscraping-wood floors"
"5437","Kitchencabinets-installation"
"5437","Locks-installation innew buildings"
"5437","Moldinginstallation--interior"
"5437","Panelinginstallation-interior"
"5437","Sandingfloors-contract"
"5437","Stair building(wooden)-erection"
"5437","Weather strippinginstallation"
"5443","Lathing"
"5445","Partition system installation-stud-"
"5445","Sheet rock installation-within buildings-"
"5445","Steel frame erection-interior-by contractors engaged in wallboard installation-"
"5445","Wallboard installation-within buildings-"
"5462","Glazier-away from shop-"
"5472","Asbestos contractor-pipe and boiler work exclusively"
"5473","Asbestos contractor-NOC"
"5474","Aircraft painting"
"5474","Camouflage work-painting-"
"5474","Cleaning building interiors, machinery & equipment using spray apparatus-"
"5474","Painting murals on walls-artists-"
"5474","Painting of stripes on parking lots-"
"5474","Painting orpaperhanging NOC & shop operations, drivers"
"5474","Painting-aircraft"
"5474","Painting-electrostatic-shop and exterior operations-"
"5474","Tank cleaning-oil or gas storage: outside-"
"5474","Waterproofing: application by brush or hand caulking gun-"
"5474","Window tinting-brush or spray-on method-"
"5478","Carpet installation"
"5478","Carpet, linoleum,vinyl, asphalt, and rubber floor tile installation"
"5478","Floorcovering-installation of linoleum, asphalt or rubber tiling(ceramic tile installation to be separately rated)"
"5478","Floorlaying-linoleum, asphalt, rubber or composition tiling"
"5478","Linoleum installation"
"5478","Rubber tileinstallation"
"5478","Tileinstallation-non-ceramic"
"5479","Acoustical material installation"
"5479","Insulation work NOC"
"5480","Plastering NOC"
"5480","Waterproofing: interior-with trowel-"
"5491","Paperhanging"
"5491","Window tinting-plastic film exclusively-"
"5505","Paving or roadsurfacing or scraping NOC & yards, drivers (MO"
"5506","Airport construction-paving"
"5506","Airport runway construction-concrete or cement-"
"5506","Airport warming apron construction-concrete or cement-"
"5506","Artificial turf installation-surface preparation only-"
"5506","Asphalt laying on top of already constructed highway-"
"5506","Asphalt works -operated by road paving contractors at temporarylocation"
"5506","Asphalt-spraying roads with liquid asphalt-"
"5506","Highway guard rails-installation-"
"5506","Highway maintenance-"
"5506","Highway operations-toll roads-miscellaneous road maintenance-"
"5506","Oiling of roads in connection with spreading of sand-"
"5506","Painting of stripes on streets, roads or highways-"
"5506","Roads-oiling: delivery and spreading of oil in conjunction with spreading of sand or gravel by oil distributors-"
"5506","Street or road construction-paving or repaving"
"5507","Street or road construction-sub-surface work"
"5507","Stump removal operations-by specialist contractors"
"5508","Stone crushing-by road building contractors as part of road project-"
"5508","Street or road construction-rock excavation"
"5515","Street or roadconstruction  (MO)"
"5536","Heating and air conditioning duct work-shop & outside-"
"5538","Air conditioning-non-portable-sheet metal work"
"5538","Awning erection-metal-"
"5538","Awning manufacturing & erection of metal awnings-"
"5538","Butler bins-"
"5538","Clean air rooms-sheet metal-shop and installation-"
"5538","Decking-sheet metal, fabrication and installation-"
"5538","Duct work-shop and installation-"
"5538","Ducts-for heating and air conditioning systems-fiberglass or sheet metal, fabrication & installation-"
"5538","Furnace installation-hot air-"
"5538","Metal ceiling or wallcovering installation & shop, drivers"
"5538","Quonset structure construction-sheet metal-shop and installation-"
"5538","Sheet metal covered steel frame building construction-framework-appropriate iron or steel erection classification-"
"5538","Sheet metal covered steel frame building construction-sheet metal siding-"
"5538","Sheet metal decking-installation for sub-roofs or floors-"
"5538","Sheet metal work-shop and outside-NOC"
"5538","Silo erection-glass fused to steel-"
"5538","Silo erection-metal-"
"5538","Skylight installation"
"5538","Telephone booth-shop and installation-"
"5538","Wall covering ormetal ceiling installation & shop, drivers"
"5551","Roofing-all kinds"
"5551","Roofing-all kinds-&yard employees, drivers"
"5551","Roof-insulation-"
"5551","Roof-pressure washing-"
"5551","Roof-waterproofing-"
"5606","Contractor-executivesupervisor"
"5610","Cleaner-debrisremoval"
"5610","Cleaning railroadfreight cars-not tank"
"5610","Railroad car cleaning"
"5610","Timekeepers-construction or erection"
"5610","Watchguards-construction or erection"
"5645","Aluminum sidinginstallation-detached one- or two-family dwellings"
"5645","Aluminum storm doorsor windows installation"
"5645","Carpentry-detachedone- or two-family dwellings"
"5645","Doorinstallation-screened-metal or wood"
"5645","Jalousie or jalousiescreen erection-metal or glass"
"5645","Sidinginstallation-aluminum or vinyl-detached one- or two-familydwellings"
"5645","Steel frameerection-interior-by carpentry contractors for one- ortwo-family dwellings"
"5645","Storm doors or stormsash-installation-wood or metal"
"5645","Vinyl sidinginstallation-detached one- or two-family dwellings"
"5645","Window screen orscreen door installation-metal or wood separately rated"
"5651","Aluminum sidinginstallation-dwellings-three stories or less in height"
"5651","Carpentry-dwellings-three stories or less"
"5651","Military reservationconstruction-carpentry"
"5651","Sidinginstallation-aluminum or vinyl-dwellings-three stories or less"
"5651","Vinyl sidinginstallation-dwellings-three stories or less"
"5703","Building raising or moving"
"5703","Underpinning buildings or structures"
"5705","Salvage operation-nowrecking or any structural operations"
"5951","Anti-toxin, serum or virus "
"5951","Serum, anti-toxin or virus "
"5951","Virus, anti-toxin or serum "
"6003","Breakwaterconstruction-consisting wholly of pile driving"
"6003","Bulkheadconstruction-consisting wholly of pile driving"
"6003","Floating boat dockconstruction"
"6003","Groyneconstruction-consisting wholly of pile driving"
"6003","Jettyconstruction-consisting wholly of pile driving"
"6003","Pile driving"
"6003","Seawallconstruction-consisting wholly of pile driving"
"6003","Timber wharfconstruction"
"6003","Wood bridgeconstruction-pile driving over water"
"6003","Wrecking-notmarine-all operations-piers or wharfs"
"6005","Breakwater or jetty construction-all operations to completion"
"6005","Dike or revetment construction"
"6005","Jetty or breakwater construction-all operations to completion"
"6005","Revetment or dike construction"
"6017","Dam or lockconstruction-concrete work-all operations"
"6018","Dam or lock construction-earthmoving or placing-all operations"
"6045","Levee construction-all operations to completion"
"6204","Core sample drilling-"
"6204","Drilling NOC"
"6204","Grouting: drilling of holes-"
"6204","Vibroflotation process-building foundations-"
"6204","Water well drilling-"
"6206","Oil or gas well acidizing-all employees"
"6206","Oil or gas well cementing"
"6206","Sandfracturing in connection with oil well work-"
"6213","Oil or gas well-specialty tool operation NOC-by contractor-all employees"
"6213","Pipe testing-destructive, oil or gas pipes not under construction-"
"6214","Oil or gas well-perforating of casing-all employees"
"6216","Gas or oil lease work NOC-natural gas-by contractor-"
"6216","Oil or gas lease work NOC-by contractor-"
"6216","Oil or gas well-dirt construction operator-"
"6216","Oil or gas well-oil treating service-"
"6216","Oil or gas well-roustabout service-"
"6216","Oil or gas well-tank cleaning service-"
"6217","Airport construction-grading"
"6217","Blasting rock-specialist contractors-"
"6217","Electric, telephone or alarm line-clearing brush or stumps from existing right-of-way-"
"6217","Excavation"
"6217","Grading of land NOC"
"6217","Rock excavation"
"6217","Sanitary landfill-"
"6217","Tree removal operations-limited number from developed sites-"
"6217","Waterproofing: excavation work necessary or incidental thereto-"
"6229","Drainage or irrigation system construction"
"6229","Irrigation or drainage system construction"
"6229","Septic tank installation by specialist contractors-"
"6229","Sprinkler installation-irrigation-"
"6233","Oil or gas pipeline construction"
"6233","Pipeline reclamation-oil or gas-"
"6235","Drilling orredrilling of oil or gas wells and installation of casingdrivers"
"6235","Fire flooding-drilling in connection with oil or gas well-"
"6235","Oil or gas well drilling or redrilling"
"6235","Oil or gas well-shooting"
"6235","Thermal flooding-drilling in connection with oil or gas well-"
"6235","Water flooding-drilling in connection with oil or gas well-"
"6236","Oil or gas well-installation or recovery of casings"
"6237","Oil analyzing at oil well site in trailers away from well-"
"6237","Oil or gas well-instrument logging or survey work-"
"6251","Tunneling-notpneumatic-all operations"
"6252","Caisson work-alloperations to completion"
"6252","Cofferdam work-notpneumatic-all operations to completion"
"6252","Missiles-constructunderground launch pad"
"6252","Shaft sinking-alloperations"
"6260","Tunneling-pneumatic-all operations"
"6306","Sewer construction-all operations"
"6319","Gas main or connection construction"
"6319","Steam mains or connections construction"
"6319","Water main or connection construction"
"6325","Cable laying-byspecialist contractors employing automatic equipment which, inone operation, opens the trench, lays the cable and backfills-"
"6325","Cable TV-cable installation-plow-in method-"
"6325","Conduit construction-for cables or wires-"
"6325","Railroad switch and road crossing signals installation-"
"6325","Traffic signal installation-"
"6400","Fence erection-metal"
"6400","Mobile home windstormtie-down installation-by specialist contractor"
"6504","Baking powder"
"6504","Beverage powders-drymix, blend, package"
"6504","Catsup"
"6504","Coconut shredding ordrying"
"6504","Coffee cleaning,roasting or grinding"
"6504","Dairy products-imitation"
"6504","Dehydrating coffee ortea"
"6504","Dehydrating eggs"
"6504","Dog food-packaged-dry pelleted"
"6504","Flour mixing andblending-no milling"
"6504","Food sundries NOC-no cereal milling"
"6504","Gelatin : refinedfood product"
"6504","Ketchup"
"6504","Malted milk  frompowdered milk, sugar, malt, cocoa"
"6504","Mayonnaise"
"6504","Melba toast -nobaking of bread"
"6504","Mustard"
"6504","Nut cleaning orshelling"
"6504","Peanut butter"
"6504","Pizza crust -not baked"
"6504","Popcorn"
"6504","Potato chip"
"6504","Roasting of nuts"
"6504","Salad dressing"
"6504","Sandwichpreparation-not sold directly to consumer"
"6504","Spice mills"
"6504","Yeast"
"6702","Railroadconstruction-all operations including clerical salespersons -Program I"
"6703","Railroadconstruction-all operations including clerical salespersons -Program II-State Act"
"6704","Railroadconstruction-all operations including clerical salespersons -Program II-USL Act"
"6801","Boatbuilding-wood-NOC-U.S. Act -U.S. Act"
"6801","Dry dockconstruction-floating--State Act"
"6811","Boatbuilding-wood-NOC-State Act"
"6824","Boatbuilding orrepair -coverage under the Longshore Act"
"6824","Motorboat-not exceeding 150 feet in length-building or repair-U.S. Act-"
"6824","Personal watercraft-building or repair-U.S. Act-"
"6824","Rowboat-not exceeding 150 feet in length-building or repair-U.S. Act-"
"6824","Sailboat-not exceeding 150 feet in length-building or repair-U.S. Act-"
"6824","Yachts-not exceeding 150 feet in length-building or repair-U.S. Act-"
"6825","Shipbuilding-iron orsteel--U.S. Act (MO)"
"6826","Marina -coverage under Longshore Act"
"6834","Boatbuilding orrepair -coverage under the State Act"
"6834","Canoe building"
"6834","Motorboat-not exceeding 150 feet in length-building or repair-State Act-"
"6834","Personal watercraft-building or repair-State Act-"
"6834","Rowboat-not exceeding 150 feet in length-building or repair-State Act-"
"6834","Sailboat-not exceeding 150 feet in length-building or repair-State Act-"
"6834","Yachts-not exceeding 150 feet in length-building or repair-State Act-"
"6835","Shipbuilding-iron orsteel--State Act (MO)"
"6836","Marina -coverage under State Act"
"6843","Barge building-iron or steel-U.S. Act-"
"6843","Dry dock building-floating-iron or steel-U.S. Act-"
"6843","Launch (ship) building-iron or steel-U.S. Act-"
"6843","Oil drilling platformbuilding-floating-iron or steel-U.S. Act"
"6843","Scow building-iron or steel-U.S. Act-"
"6843","Ship keels-laying-U.S. Act-"
"6843","Shipbuilding-iron orsteel-NOC : all except boilermaking, foundry & machineshop employees"
"6843","Tugboat building-iron or steel-U.S. Act-"
"6845","Shipbuilding-naval"
"6854","Barge building-iron or steel-State Act-"
"6854","Dry dock building-floating-iron or steel-State Act-"
"6854","Launch (ship) building-iron or steel-State Act-"
"6854","Lighter (ship) building-iron or steel-State Act-"
"6854","Oil drilling platformbuilding-floating-iron or steel-State Act"
"6854","Scow building-iron or steel-State Act-"
"6854","Ship keels-laying-State Act-"
"6854","Tugboat building-iron or steel-State Act-"
"6872","Marine railway operation"
"6872","Ship cleaning-all operations-"
"6872","Ship repair or conversion-all operations"
"6874","Painting-ship hulls"
"6874","Ship scaling"
"6882","Marine railway operation"
"6882","Ship repair or conversion-all operations"
"6884","Painting-ship hulls"
"7016","Boat testing-newlyconstructed vessels-Program I"
"7016","Ferries-Program I"
"7016","Fishingvessels-NOC-Program I"
"7016","Gambling vessels-15tons or greater-Program I"
"7016","Hovercrafts-operatedover water-Program I"
"7016","Hydrofoils-operatedover water-Program I"
"7016","Oyster boats-ProgramI"
"7016","Pilots who guidevessels-Program I"
"7016","Supply boats-ProgramI"
"7016","Tugboats-Program I"
"7016","Vessels-NOC-Program I"
"7016","Weed clearing byvessel-Program I"
"7024","Boat testing-newlyconstructed vessels-Program II-State Act"
"7024","Ferries-ProgramII-State Act"
"7024","Fishingvessels-NOC-Program II-State Act"
"7024","Gambling vessels-15tons or greater-Program II-State Act"
"7024","Hovercrafts-operatedover water-Program II-State Act"
"7024","Hydrofoils-operatedover water-Program II-State Act"
"7024","Oyster boats-ProgramII-State Act"
"7024","Pilots who guidevessels-Program II-State Act"
"7024","Supply boats-ProgramII-State Act"
"7024","Tugboats-ProgramII-State Act"
"7024","Vessels-NOC-ProgramII-State Act"
"7024","Weed clearing byvessel-Program II-State Act"
"7038","Boat livery-boatsunder 15 tons-Program I"
"7038","Chartered fishingboat-less than 15 tons-Program I"
"7038","Drift fishingboat-less than 15 tons-Program I"
"7038","Gambling vessels-lessthan 15 tons-Program I"
"7038","Glass bottomboat-tourist attraction-Program I"
"7038","Harbor tour boat-lessthan 15 tons-Program I"
"7038","Pilot boats-Program I"
"7038","Riverboat gamblingvessel-less than 15 tons-Program I"
"7038","Sightseeing boat-lessthan 15 tons-Program I"
"7038","Vessels-sail-ProgramI"
"7038","White water raftingtrips-Program I"
"7038","Yachts-private-sailor power-Program I"
"7046","Vessels-notself-propelled-Program I"
"7047","Boat testing-newlyconstructed vessels-Program II-USL Act"
"7047","Ferries-ProgramII-USL Act"
"7047","Fishingvessels-NOC-Program II-USL Act"
"7047","Gambling vessels-15tons or greater-Program II-USL Act"
"7047","Hovercrafts-operatedover water-Program II-USL Act"
"7047","Hydrofoils-operatedover water-Program II-USL Act"
"7047","Oyster boats-ProgramII-USL Act"
"7047","Pilots who guidevessels-Program II-USL Act"
"7047","Supply boats-ProgramII-USL Act"
"7047","Tugboats-ProgramII-USL Act"
"7047","Vessels-NOC-ProgramII-USL Act"
"7047","Weed clearing byvessel-Program II-USL Act"
"7050","Boat livery-boatsunder 15 tons-Program II-USL Act"
"7050","Chartered fishingboat-less than 15 tons-Program II-USL Act"
"7050","Drift fishingboat-less than 15 tons-Program II-USL Act"
"7050","Gambling vessels-lessthan 15 tons-Program II-USL Act"
"7050","Glass bottomboat-tourist attraction-Program II-USL Act"
"7050","Harbor tour boat-lessthan 15 tons-Program II-USL Act"
"7050","Pilot boats-ProgramII-USL Act"
"7050","Riverboat gamblingvessel-less than 15 tons-Program II-USL Act"
"7050","Sightseeing boat-lessthan 15 tons-Program II-USL Act"
"7050","Vessels-sail-ProgramII-USL Act"
